episode_id,error,final_text,instruction,pilot_ok,steps,success,task_id,turns,wall_s
0,,,Move one of the pear items to the indicated sofa.,True,10,True,eb_base_000,2,39.16
1,,,Find a orange on the TV stand and move it to the sink.,True,4,True,eb_base_001,2,14.16
2,,,Take an pear and transfer it to the allocated left counter.,True,14,True,eb_base_002,2,57.04
3,,,Find a orange and move it to the right counter.,True,6,True,eb_base_003,2,24.07
4,,,"On the right counter, I need a toy airplane and a orange.",True,31,True,eb_base_004,2,81.82
5,,,I left the fridge open. Can you help?,True,2,True,eb_base_005,2,8.53
6,,,On the TV stand I need you to put a plate.,True,4,True,eb_base_006,2,18.61
7,,,Detach the strawberry from the right counter.,True,3,True,eb_base_007,2,12.91
8,"<_MultiThreadedRendezvous of RPC that terminated with:
	status = StatusCode.DEADLINE_EXCEEDED
	details = ""Deadline Exceeded""
	debug_error_string = ""UNKNOWN:Error received from peer  {grpc_message:""Deadline Exceeded"", grpc_status:4}""
>",,Bring a banana and a can to the left counter.,False,35,True,eb_base_008,1,180.0
9,,,"I left my mug on the sofa, can you bring it to the left counter?",True,4,True,eb_base_009,2,81.43
10,,,Find a toy airplane and move it to the right counter.,True,6,True,eb_base_010,2,22.69
11,,,"Hey, on the sink, I accidentally left my plate, can you bring it to the right counter?",True,4,True,eb_base_011,2,12.16
12,,,I need a book on the TV stand. Can you help?,True,5,True,eb_base_012,2,24.79
13,,,"The fridge door is open because of my mistake. Can you close it, please?",True,2,True,eb_base_013,2,11.69
14,,,"On the left counter, remove the lego.",True,0,False,eb_base_014,2,5.55
15,,,The sink needs an hammer and a cup on it.,True,31,False,eb_base_015,2,95.81
16,,,The rubriks cube is on the right counter but you should move it to the sink.,True,4,True,eb_base_016,2,14.91
17,,,Put both an rubriks cube and a lid onto the left counter.,True,32,True,eb_base_017,2,115.8
18,,,Displace the spatula from the sink.,True,4,True,eb_base_018,2,30.58
19,,,Find a wrench and move it to the left counter.,True,31,False,eb_base_019,2,106.35
