episode_id,error,final_text,instruction,pilot_ok,steps,success,task_id,turns,wall_s
0,,,Move one of the pear items to the indicated sofa.,True,3,True,eb_base_000,2,10.9
1,,,Find a orange on the TV stand and move it to the sink.,True,4,True,eb_base_001,2,11.62
2,,,Take an pear and transfer it to the allocated left counter.,True,22,False,eb_base_002,2,46.39
3,,,Find a orange and move it to the right counter.,True,7,True,eb_base_003,2,22.82
4,,,"On the right counter, I need a toy airplane and a orange.",True,10,True,eb_base_004,2,20.62
5,,,I left the fridge open. Can you help?,True,2,True,eb_base_005,2,6.86
6,,,On the TV stand I need you to put a plate.,True,1,True,eb_base_006,2,9.4
7,,,Detach the strawberry from the right counter.,True,2,True,eb_base_007,2,7.28
8,,,Bring a banana and a can to the left counter.,True,4,True,eb_base_008,2,14.18
9,,,"I left my mug on the sofa, can you bring it to the left counter?",True,4,True,eb_base_009,2,9.69
10,,,Find a toy airplane and move it to the right counter.,True,11,True,eb_base_010,2,10.0
11,,,"Hey, on the sink, I accidentally left my plate, can you bring it to the right counter?",True,4,True,eb_base_011,2,11.5
12,,,I need a book on the TV stand. Can you help?,True,23,True,eb_base_012,2,40.4
13,,,"The fridge door is open because of my mistake. Can you close it, please?",True,2,True,eb_base_013,2,6.8
14,,,"On the left counter, remove the lego.",True,2,False,eb_base_014,2,9.49
15,,,The sink needs an hammer and a cup on it.,True,12,True,eb_base_015,2,34.37
16,,,The rubriks cube is on the right counter but you should move it to the sink.,True,4,True,eb_base_016,2,11.27
17,,,Put both an rubriks cube and a lid onto the left counter.,True,8,True,eb_base_017,2,22.84
18,,,Displace the spatula from the sink.,True,2,True,eb_base_018,2,9.83
19,,,Find a wrench and move it to the left counter.,True,15,True,eb_base_019,2,27.36
